NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
SAPUN TEK NICE KOKOS 1L REFIL,90730472,NICE,1.00 l,ko,1.49,1.49,,,1.49,8606107036441,KOZMETIKA
ŠAMPON SYOSS ANTI DANDR 440ml,90424967,SYOSS,0.44 l,ko,,10.2,4.49,6.49,4.49,9000101277173,KOZMETIKA
KREMA NIVEA MEN STYLING 150ML,90185621,NIVEA,0.15 l,ko,7.59,50.6,,,7.59,42277309,KOZMETIKA
PJENA ZA BRIJ MAN MAX FRESH 300ml,90051024,MAN MAX,0.30 l,ko,1.59,5.3,,,1.59,3850334333575,KOZMETIKA
BALZAM TIJ NEUTROGENA SUHA KOŽA 300ml,90037152,NEUTROGENA,0.30 l,ko,9.49,31.63,,,9.09,3574660514643,KOZMETIKA
ŠAMPON OLEA VOĆE I VITAMIN 500ml,90735084,OLEA,0.50 l,ko,,2.1,1.05,1.39,1.39,3850334073341,KOZMETIKA
LOSION OLDSP ORIGINAL 100ml,90158052,OLD SPICE,0.10 l,ko,8.49,84.9,,,8.49,5011321772335,KOZMETIKA
GEL ZA TUŠIRANJE ARGAN AFRODITA 250ml,90168036,AFRODITA,0.25 l,ko,2.99,11.96,,,2.99,3831070651024,KOZMETIKA
PATRONE WILKINS ESSEN 3 HYBRID 4/1,90775549,WILKINSON,4.00 ko,ko,4,1,,,4,4027800503605,KOZMETIKA
OM SILAN MALDIVES 1.364 L,90970231,SILAN,1.36 l,ko,6.59,4.83,,,6.59,9000101582574,SREDSTVA ZA ČIŠĆENJE
OM ORNEL YELLOW 4 L,90930052,ORNEL,4.00 l,ko,4.49,1.12,,,4.49,3850105190468,SREDSTVA ZA ČIŠĆENJE
DET DAX ACTIVE 6.3 kg 90PR,90894663,DAX,6.30 kg,ko,7.99,1.27,,,7.99,3850334432797,SREDSTVA ZA ČIŠĆENJE
DET JAR LEMON 750 ml,90904829,JAR HDW,0.75 l,ko,1.89,2.52,,,1.89,8006540019795,SREDSTVA ZA ČIŠĆENJE
DET JAR TEA TREE & MINT 750 ml,90904832,JAR HDW,0.75 l,ko,1.89,2.52,,,1.89,8006540019856,SREDSTVA ZA ČIŠĆENJE
SAKUPLJAČ VLAGE ORMAR 500 ml PICA,90904924,PICA,0.50 l,ko,0.5,1,,,1.99,8051511998395,SREDSTVA ZA ČIŠĆENJE
DET JAR LEMON 2X850 ml,90920112,JAR HDW,1.70 l,ko,5.49,3.23,,,4.49,8006530124492,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR EL APA 3V SP APPL+20ml,90954983,AMBI PUR,1.00 ko,ko,9.99,9.99,,,9.99,8700216149204,SREDSTVA ZA ČIŠĆENJE
DET FAKS UNIVERSAL HYG 1.8 L 40PR,90955781,FAKS,1.80 l,ko,11.99,6.66,,,11.99,3850105188878,SREDSTVA ZA ČIŠĆENJE
DET ARIEL FRESH BREEZE 3.87 l=86 PR,90935131,ARIEL,3.87 l,ko,18.99,4.91,,,20.99,8700216981606,SREDSTVA ZA ČIŠĆENJE
DET ARIEL FRESH BREEZE 60 tab,90935134,ARIEL,60.02 ko,ko,18.99,0.32,,,20.99,8700216971225,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW EL KOMPL WINT PUNCH 19 ml,90959816,AIRWICK,0.02 l,ko,7.39,388.95,,,7.39,5999109546241,SREDSTVA ZA ČIŠĆENJE
ERDAL KOŽA 500 ml,90956117,ERDAL,0.50 l,ko,5.89,11.78,,,5.89,4009175163479,SREDSTVA ZA ČIŠĆENJE
DET FAKS SPORT 2.2 kg=40 PRANJA,90954763,FAKS,2.20 l,ko,11.99,5.45,,,11.99,3850105188007,SREDSTVA ZA ČIŠĆENJE
DET FAKS SPORT 1.8 L=40 PRANJA,90954768,FAKS,1.80 l,ko,11.99,6.66,,,11.99,3850105188908,SREDSTVA ZA ČIŠĆENJE
DET FAKS BY OR GO DR 5.5KG=100PR,90965365,FAKS,5.50 kg,ko,17.99,3.27,,,17.99,3850105191670,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW EL REF SPA ROSE&BERRY 19 ml,90959805,AIRWICK,0.02 l,ko,5.49,288.95,,,5.49,5999109544926,SREDSTVA ZA ČIŠĆENJE
DET FAKS COL BY ORN HYG 2.7 L 60PR,90955817,FAKS,2.70 l,ko,,4.44,11.99,17.99,17.99,3850105188991,SREDSTVA ZA ČIŠĆENJE
SOMAT EXCELLENCE 3IN1 60 tab,90955870,SOMAT,6.00 ko,ko,25.99,4.33,,,25.99,9000101832013,SREDSTVA ZA ČIŠĆENJE
SOMAT EXCELLENCE 3IN1 70 tab,90955873,SOMAT,70.03 ko,ko,28.99,0.41,,,28.99,9000101832044,SREDSTVA ZA ČIŠĆENJE
SOMAT EXCELLENCE LEMON 3IN1 88 tab,90955875,SOMAT,89.77 ko,ko,32.99,0.37,,,32.99,9000101832617,SREDSTVA ZA ČIŠĆENJE
DET JAR MIR PLATINUM PLUS 74 TAB,90976208,JAR ADW,74.02 ko,ko,,0.3,22.49,44.99,44.99,8006530101110,SREDSTVA ZA ČIŠĆENJE
DET PERSIL GEL COL FAMI 5.94 L=132P,90969972,PERSIL,1.00 ko,ko,25.99,25.99,,,25.99,9000101846157,SREDSTVA ZA ČIŠĆENJE
TAB FINISH ALL IN1 MAX LEMON 110 tab,90976174,FINISH ADW,110.01 ko,ko,15.99,0.15,,,16.99,5999109582843,SREDSTVA ZA ČIŠĆENJE
WC BREF ROYAL SHINY JOKER 3X50 g,90976190,BREF,0.15 kg,ko,,26.6,3.99,7.99,7.99,9000101839500,SREDSTVA ZA ČIŠĆENJE
DET FAKS AQUAMARINE HYG 1.1 kg 20PR,90959685,FAKS,1.10 kg,ko,,5.17,5.69,8.49,8.49,3850105187826,SREDSTVA ZA ČIŠĆENJE
SHAKE ŠTAPIĆI SPICY VANILLA 125 ml,90955941,SHAKE,0.13 l,ko,,39.92,4.99,7.99,7.99,3858892142653,SREDSTVA ZA ČIŠĆENJE
AJAX ULTRA FRESH 1 l,90955889,AJAX,1.00 l,ko,,1.89,1.89,3.69,3.69,8718951692015,SREDSTVA ZA ČIŠĆENJE
OM DAX MYSTIC LAVANDER 2 L,90976267,DAX,2.00 l,ko,,1,1.99,2.99,2.99,3850334451323,SREDSTVA ZA ČIŠĆENJE
OM DAX LOTUS MIST 2 L,90976269,DAX,2.00 l,ko,,1,1.99,2.99,2.99,3850334451309,SREDSTVA ZA ČIŠĆENJE
WC BREF ROYAL CLEAN QUEEN 3X50 g,90976192,BREF,0.15 kg,ko,,26.6,3.99,7.99,7.99,9000101839821,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW AF KOMPL WINT PUNCH 228 ml,90959803,AIRWICK,0.23 l,ko,14.49,63.55,,,14.49,5999109546302,SREDSTVA ZA ČIŠĆENJE
OM SILAN SENSITIVE 1.672 L,90969989,SILAN,1.67 l,ko,6.59,3.94,,,6.59,9000101590272,SREDSTVA ZA ČIŠĆENJE
OM DAX FRESH BREEZE 2 L,90976272,DAX,2.00 l,ko,,1,1.99,2.99,2.99,3850334451286,SREDSTVA ZA ČIŠĆENJE
OM DAX SENSITIVE 2 L,90976274,DAX,2.00 l,ko,,1,1.99,2.99,2.99,3850334451347,SREDSTVA ZA ČIŠĆENJE
OM VIOLETA GOLD 2X1.55 l,90950090,VIOLETA,3.10 l,ko,5.49,1.77,,,5.59,3870128040519,SREDSTVA ZA ČIŠĆENJE
DET LIKVI BALSAM PEACH&MINT 3.75 l,90965369,LIKVI,3.75 l,ko,5.99,1.6,,,5.99,3850105191618,SREDSTVA ZA ČIŠĆENJE
DET FAKS COLOR HYG 1.8 L 40 PR,90955791,FAKS,1.80 l,ko,11.99,6.66,,,11.99,3850105188847,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW FM REF ROSE&BERRY 250 ml,90959808,AIRWICK,0.25 l,ko,,26.2,6.55,8.19,8.19,5999109544872,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW EL REF WINTER PUNCH 19 ml,90959811,AIRWICK,0.02 l,ko,5.49,288.95,,,5.49,5999109546265,SREDSTVA ZA ČIŠĆENJE
OM ORNEL BLUE 4L,90930049,ORNEL,4.00 l,ko,4.49,1.12,,,4.49,3850105190499,SREDSTVA ZA ČIŠĆENJE
WC NET CARB ACT ANTI ODOR 750 ml,90955827,WC NET,0.75 l,ko,3.45,4.6,,,3.45,8003650030825,SREDSTVA ZA ČIŠĆENJE
PJENA DR BECKMANN WC 3X100 g,90956110,BECKMANN,0.30 kg,ko,5.99,19.97,,,5.99,400845577925,SREDSTVA ZA ČIŠĆENJE
ODSTR MRLJA DR BECKMANN LJUB 650 ml,90956113,BECKMANN,0.65 l,ko,5.59,8.6,,,5.59,4008455067827,SREDSTVA ZA ČIŠĆENJE
OM SILAN PARF BLUE JASMINE 540 ml,90954864,SILAN,0.54 l,ko,,5.54,2.99,5.99,5.99,9000101836783,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR APPLE KUPAONICA 1/1,90954988,AMBI PUR,1.00 ko,ko,5.69,5.69,,,5.69,8001090752864,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR EL AP 3V VAN+REF 20ML,90954991,AMBI PUR,1.00 ko,ko,9.99,9.99,,,9.99,8700216154987,SREDSTVA ZA ČIŠĆENJE
DET FAKS BY ORNEL HYG 6.05 kg=110PR,90949719,FAKS,6.05 kg,ko,18.99,3.14,,,18.99,3850105188274,SREDSTVA ZA ČIŠĆENJE
OSVJ AIRWICK EL REF ANTI TABACCO 19ml,90382219,AIRWICK,0.02 l,ko,5.49,288.95,,,5.49,5999109542427,SREDSTVA ZA ČIŠĆENJE
OSVJ AIRWICK GEL MORNING RAIN 150G,90184517,AIRWICK,0.15 kg,ko,2.69,17.93,,,2.69,5999109544544,SREDSTVA ZA ČIŠĆENJE
OSVJ BIS BY ORNEL GOLD DREAM 400ML,90152704,BIS,0.40 l,ko,,8.48,3.39,4.19,4.19,3850105151926,SREDSTVA ZA ČIŠĆENJE
OSVJ BIS CALMING 400ML,90122406,BIS,0.40 l,ko,,8.48,3.39,4.19,4.19,3850105150141,SREDSTVA ZA ČIŠĆENJE
WC SANITAR HYG RINGS OCEAN 2X40g,90602930,SANITAR,0.08 kg,ko,3.69,46.13,,,3.71,3850111901140,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR EL 3 VOL REF LENOR SPR 20ml,90404913,AMBI PUR,20.00 l,ko,6.99,0.35,,,6.99,8001841227955,SREDSTVA ZA ČIŠĆENJE
OSVJ GLADE DJURDJICA 300ML,90212295,GLADE,0.30 l,ko,3.49,11.63,,,3.29,5000204625998,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR VANILLA KUPAON 7.5 ml,90830307,AMBI PUR,0.01 l,ko,1,133.33,,,3,8700216552103,SREDSTVA ZA ČIŠĆENJE
GLADE AUTOMATIC MAXI BAZA MIX,90074237,GLADE,0.27 l,ko,11.49,42.71,,,11.39,5000204699241,SREDSTVA ZA ČIŠĆENJE
GLADE ULJNI DIFUZOR NARANČA 80ml,90603203,GLADE,0.08 l,ko,10.79,134.88,,,10.49,5000204227529,SREDSTVA ZA ČIŠĆENJE
OSVJ GOCCE REF ZA APARAT 6609,08080112,GLADE,1.00 ko,ko,5.99,5.99,,,5.79,5000204333169,SREDSTVA ZA ČIŠĆENJE
WC BREF BRILL GEL ARCT OCEAN 2x42 g,90503268,BREF,0.08 kg,ko,6.49,77.26,,,0.1,9000101508727,SREDSTVA ZA ČIŠĆENJE
OSVJ GLADE 300ML RELAXING ZEN,08081145,GLADE,0.30 l,ko,3.49,11.63,,,3.29,3858895411046,SREDSTVA ZA ČIŠĆENJE
OSVJ DAX CVIJEĆE 300ML,08080421,DAX,0.30 l,ko,,2.97,0.89,1.19,1.19,3850334431165,SREDSTVA ZA ČIŠĆENJE
WC BREF POWER AKTIV PINE LAV 4X50g,90332239,BREF,0.20 kg,ko,4.49,22.45,,,3.99,9000101316988,SREDSTVA ZA ČIŠĆENJE
DUCK FRESH DISCS MARINE 36ml,08095048,DUCK,1.00 ko,ko,4.59,4.59,,,4.59,3830063512533,SREDSTVA ZA ČIŠĆENJE
OSVJ FRESH DAY OCEAN 260ml,90785473,FRESH DAY,0.26 l,ko,2.99,11.5,,,2.99,3858893727576,SREDSTVA ZA ČIŠĆENJE
ARW MIRISNI ŠTAPIĆI LINEN 30 ml,90785272,AIRWICK,0.03 l,ko,1,33.33,,,6.49,5011417547885,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR EL AP 3V VAN+REF 20ml,90732902,AMBI PUR,1.00 ko,ko,1,1,,,6,,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW FM REFILL PURE CHERR BLOSS 250ML,90283214,AIRWICK,0.25 l,ko,,26.2,6.55,8.19,8.19,5997321757964,SREDSTVA ZA ČIŠĆENJE
WC ARF 5 POW DROPS LEMON BOOST 3X55g,90731855,ARF,0.17 kg,ko,5.29,32.06,,,5.29,3850105174925,SREDSTVA ZA ČIŠĆENJE
OSVJ GLADE 150g GEL CVIJ 6517,08080037,GLADE,0.15 kg,ko,3.09,20.6,,,2.99,5000204306972,SREDSTVA ZA ČIŠĆENJE
WC BREF POW AKT PINE 3X50G,90056786,BREF,0.15 kg,ko,6.49,43.27,,,6.49,9000100753340,SREDSTVA ZA ČIŠĆENJE
WC OSVJ DOMESTOS LEMON 3X50 g,90826079,DOMESTOS,0.15 kg,ko,6.45,43,,,6.45,8720182903143,SREDSTVA ZA ČIŠĆENJE
OSVJ GLADE 180g GEL JASMIN I SAND,90569520,GLADE,0.18 kg,ko,4.39,24.39,,,4.19,5000204184983,SREDSTVA ZA ČIŠĆENJE
WC BREF WELLNESS VITALITY 2X50g,90785374,BREF,0.10 kg,ko,6.49,64.9,,,3.24,9000101588613,SREDSTVA ZA ČIŠĆENJE
WC KOŠ DAX DUO FOREST FRESH,90059455,DAX,1.00 ko,ko,0.5,0.5,,,1.59,3850334387899,SREDSTVA ZA ČIŠĆENJE
OSVJ AMB PUR EL AP 3V SUGARPLU 20 ml,90830314,AMBI PUR,0.02 l,ko,1,50,,,6,8700216563789,SREDSTVA ZA ČIŠĆENJE
WC BREF POWER AKTIV LEMON 4X50g,90332252,BREF,0.20 kg,ko,4.49,22.45,,,3.99,9000101308907,SREDSTVA ZA ČIŠĆENJE
ARW FM WHITE FLOWER KOMPL,08080218,AIRWICK,1.00 ko,ko,,9.19,9.19,11.49,11.49,5999109542083,SREDSTVA ZA ČIŠĆENJE
AW SVIJECA APPLE&CINNEMO,90172501,AIRWICK,1.00 ko,ko,7.59,7.59,,,7.59,5999109543493,SREDSTVA ZA ČIŠĆENJE
OSVJ AIRWICK EL REF LAVANDA,08080313,AIRWICK,1.00 ko,ko,5.49,5.49,,,5.49,5999109545930,SREDSTVA ZA ČIŠĆENJE
OSVJEŽIVAČ EL AMBI PUR 3VOL SPRING 20ml,90362947,AMBI PUR,20.00 l,ko,10.49,0.52,,,10.49,8001841125985,SREDSTVA ZA ČIŠĆENJE
WC BREF POWER AKTIV PINE DUOPACK 2X50G,08091319,BREF,0.10 kg,ko,5.49,54.9,,,2.79,9000100656801,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR EL 3V VANILLA 20ML,90673820,AMBI PUR,0.02 l,ko,1,50,,,4,8001090811455,SREDSTVA ZA ČIŠĆENJE
OSVJ GLADE LAVANDA 300ML,90212290,GLADE,0.30 l,ko,3.49,11.63,,,3.29,3858895412272,SREDSTVA ZA ČIŠĆENJE
WC SANITAR HYG RINGS FLOWER 3X40g,90602939,SANITAR,0.12 kg,ko,5.19,43.25,,,5.19,3850111901195,SREDSTVA ZA ČIŠĆENJE
WC DUCK ACT CLEAN SJAJ LATICE 38.6g,90321150,DUCK,1.00 ko,ko,2.95,2.95,,,2.95,5000204020212,SREDSTVA ZA ČIŠĆENJE
WC BREF POWER AKTIV PINE 50g,08091136,BREF,0.05 kg,ko,2.99,59.8,,,2.99,9000100625074,SREDSTVA ZA ČIŠĆENJE
OSVJ GLADE 150g GEL RELAXING ZEN,08080306,GLADE,0.15 kg,ko,3.09,20.6,,,2.99,5000204306941,SREDSTVA ZA ČIŠĆENJE
GLADE AUTO MAX REF JAS/LAV 269ML,90212301,GLADE,0.27 l,ko,7.99,29.7,,,7.69,5000204300949,SREDSTVA ZA ČIŠĆENJE
OSVJ BIS FLORAL 400ML,90122412,BIS,0.40 l,ko,,8.48,3.39,4.19,4.19,3850105150202,SREDSTVA ZA ČIŠĆENJE
GLADE AUTOMATIC MAX BAZA BOZ I TRES 269ml,90356839,GLADE,0.27 l,ko,11.49,42.71,,,11.39,5000204073645,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR SPREJ GOLD ORCH 185 ml,90785289,AMBI PUR,0.19 l,ko,5.69,30.76,,,5.69,8700216261623,SREDSTVA ZA ČIŠĆENJE
OSVJ AIRWICK EL REF WHITE FLOWER,08080205,AIRWICK,1.00 ko,ko,5.49,5.49,,,5.49,5999109545886,SREDSTVA ZA ČIŠĆENJE
OSVJ ARW NIGHT AIR LEVENDER 300ml,90487076,AIRWICK,0.30 l,ko,3.69,12.3,,,3.69,5999109541727,SREDSTVA ZA ČIŠĆENJE
WC SANITAR HYG RINGS CITRUS 40g,90602946,SANITAR,0.04 kg,ko,2.25,56.25,,,2.25,3850111901126,SREDSTVA ZA ČIŠĆENJE
OSVJ AMBI PUR SPR VANILLA 185 ml,90834944,AMBI PUR,0.19 l,ko,1,5.41,,,3,8700216552400,SREDSTVA ZA ČIŠĆENJE
SPUŽVA AUTO DAX 1/1,90289997,DAX,1.00 ko,ko,1.19,1.19,,,1.19,3850334608383,PROIZVODI ZA KUĆANSTVO
TOMI MM PILETINA/RAJČICA 100g,90608011,TOMI,0.10 kg,ko,0.99,9.9,,,0.99,4003024490884,PROIZVODI ZA KUĆANSTVO
BUDDY SP JANJETINA RIŽA 10KG,90649409,BUDDY,10.00 kg,ko,11.89,1.19,,,11.89,3850334010001,PROIZVODI ZA KUĆANSTVO
ŽICA INOX REKORD 2/1,05640392,REKORD TIM,2.00 ko,ko,1.49,0.75,,,1.49,3859888122512,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE LD 70L 8/1 VEZ GEA,05520604,GEA,8.00 ko,ko,2.25,0.28,,,2.25,3870075004107,PROIZVODI ZA KUĆANSTVO
NADSTOLNJAK PALOMA BOŽIĆ LEAVES 12 m,90800079,PALOMA,1.00 ko,ko,5.99,5.99,,,5.99,3838952034579,PROIZVODI ZA KUĆANSTVO
KRPA VLAŽNA SUPER STRONG FINO 2/1,90869871,FINO,2.00 ko,ko,1.69,0.85,,,1.69,5201314913115,PROIZVODI ZA KUĆANSTVO
VREĆICE SA ZATVARAČEM FINO 3L 12/1  ,90603252,FINO,1.00 ko,ko,2.52,2.52,,,2.52,5201314185710,PROIZVODI ZA KUĆANSTVO
KITTY SM GOVEDINA 2KG,90674233,KITTY,2.00 kg,ko,3.45,1.73,,,3.45,3850334010919,PROIZVODI ZA KUĆANSTVO
SALVETE VIOLETA 38X38 2SL BIJELE 25/1,90053686,VIOLETA,25.00 ko,ko,1.59,0.06,,,1.59,3870128001169,PROIZVODI ZA KUĆANSTVO
POSLAST VK ROLLIS ZA GLODAVCE 500g,90707364,VITAKRAFT,0.50 kg,ko,4.49,8.98,,,4.49,4008239252470,PROIZVODI ZA KUĆANSTVO
SHEBA MM IZBOR RIBE U UMAKU 4X85 g,90765276,SHEBA,0.34 kg,ko,3.29,9.68,,,3.29,4770608255725,PROIZVODI ZA KUĆANSTVO
GOURMET NATURE'S MM PILETINA 85g,90573106,GOURMET,0.09 kg,ko,1.09,12.82,,,1.09,7613038059853,PROIZVODI ZA KUĆANSTVO
ALU FOLIJA 30mX29cm ALUFIX,05610042,ALUFIX,30.00 m,ko,6.69,0.22,,,6.69,5949509000072,PROIZVODI ZA KUĆANSTVO
KRPA SPUŽVA VILEDA 8+2,90364710,VILEDA,10.00 ko,ko,,0.62,6.22,8.89,8.89,3838447000195,PROIZVODI ZA KUĆANSTVO
VREĆICA JUMBO BOŽIĆ,90739813,K PLUS,1.00 ko,ko,0.2,0.2,,,0.2,3850334450005,PROIZVODI ZA KUĆANSTVO
MG MM GOV GRAŠAK MRKVA 85 g VR,90775148,MIGLIOR,0.09 kg,ko,0.55,6.47,,,0.55,8007520027359,PROIZVODI ZA KUĆANSTVO
ŽICA ČELIČNA DAX 2/1,90290000,DAX,2.00 ko,ko,0.65,0.33,,,0.66,3850334608444,PROIZVODI ZA KUĆANSTVO
ALU POSUDA+POKL F&P 920ml 4/1,90513610,FRESH&PACK,1.00 ko,ko,1.79,1.79,,,1.79,3850334395856,PROIZVODI ZA KUĆANSTVO
POSLAS DOG STICKIES GOVEDIN 4X11G VK,90161915,VITAKRAFT,0.04 kg,ko,1.99,45.23,,,1.99,4008239289155,PROIZVODI ZA KUĆANSTVO
WHISKAS TEMPTAT PIL SIR 60g,01641143,WHISKAS,0.06 kg,ko,1.89,31.5,,,1.89,5998749146798,PROIZVODI ZA KUĆANSTVO
FRISKIES MM PIL. GOV. JANJ. PAČ 12X85g,90381996,FRISKIES,1.02 kg,ko,6.09,5.97,,,6.09,7613036974301,PROIZVODI ZA KUĆANSTVO
CESAR MP TELETINA PERAD 150g,90062968,CESAR,0.15 kg,ko,1.59,10.6,,,1.59,4008429158766,PROIZVODI ZA KUĆANSTVO
ČETKA HIGIJENSKA DAX,90276250,DAX,1.00 ko,ko,0.8,0.8,,,0.8,3850334599582,PROIZVODI ZA KUĆANSTVO
RUČNIK VIOLETA XXL 2/1 3SL,05081015,VIOLETA,2.00 ko,ko,3.18,1.59,,,3.18,3859892288136,PROIZVODI ZA KUĆANSTVO
BUDDY SP MINI PIL RIŽA 2kg,90138599,BUDDY,2.00 kg,ko,3.99,2,,,3.99,3850334400000,PROIZVODI ZA KUĆANSTVO
SALV PALOMA BOŽIĆ CARTOON 33X33 20/1,90726735,PALOMA,1.00 ko,ko,2.29,2.29,,,2.39,3838952034913,PROIZVODI ZA KUĆANSTVO
HRANA ZA ZLATNE RIBE GOLD 100ML,90280091,VITAKRAFT,0.10 kg,ko,2.79,27.9,,,2.79,4008239598097,PROIZVODI ZA KUĆANSTVO
SALV NATUR PREM ŽUTA 33X33 3SL 30/1,90894724,NATUR,30.00 ko,ko,0.99,0.03,,,0.99,3850334432179,PROIZVODI ZA KUĆANSTVO
VREĆA SMEĆE MD VEZ LAV 35 L 15/1 DAX,90800103,DAX,15.00 ko,ko,0.99,0.07,,,0.99,3850334101594,PROIZVODI ZA KUĆANSTVO
ONE MP MINI WEIGHT CONTROL 4X85G,90719811,ONE,0.34 kg,ko,3.49,10.26,,,3.49,8445290299079,PROIZVODI ZA KUĆANSTVO
MY PETS MM PERAD 405G,90648699,MY PETS,0.41 kg,ko,0.79,1.95,,,0.79,3850334011237,PROIZVODI ZA KUĆANSTVO
SALV NATUR PREM BIJ 33X33 3SL 30/1,90894720,NATUR,30.00 ko,ko,0.89,0.03,,,0.89,3850334432070,PROIZVODI ZA KUĆANSTVO
ŽICA EKO ČISTI BAKAR REKORD 1/1,90364699,REKORD TIM,1.00 ko,ko,0.7,0.7,,,0.99,3858882681872,PROIZVODI ZA KUĆANSTVO
GOURMET GOLD MM TUNA 85G,90052110,GOURMET,0.09 kg,ko,0.89,10.47,,,0.89,7613032814526,PROIZVODI ZA KUĆANSTVO
ADVENTUROS TRAINING DIVLJAČ 115 g,90771303,ADVENTUROS,0.12 kg,ko,2.69,23.39,,,2.69,8445290990808,PROIZVODI ZA KUĆANSTVO
MOČO VILEDA MICROFIBRE ECO RESE REFIL,90382691,VILEDA,1.00 ko,ko,,9.28,9.28,13.25,13.25,4023103218550,PROIZVODI ZA KUĆANSTVO
HOBBY VIT PAPIGE  500g,01640520,HOBBY,0.50 kg,ko,1.89,3.78,,,1.89,3838964001200,PROIZVODI ZA KUĆANSTVO
VREĆICA ZAMR LD 3L 25/1 ROYAL,90090473,ROYAL,25.00 ko,ko,1.52,0.06,,,1.52,3858888961015,PROIZVODI ZA KUĆANSTVO
VUNA ZA POTPALU 24/1 FLASH EKO,90377371,FLASH,24.00 ko,ko,3.79,0.16,,,3.79,4007467903420,PROIZVODI ZA KUĆANSTVO
PEDIGREE RODEO DUO 123g,90707533,PEDIGREE,0.12 kg,ko,,11.63,1.43,1.79,1.79,5998749144299,PROIZVODI ZA KUĆANSTVO
SALV PALOMA CHI&WAT 33X33 3SL 20/1,90885072,PALOMA,1.00 ko,ko,1.69,1.69,,,2.29,3838952035989,PROIZVODI ZA KUĆANSTVO
SUPER MOČO VILEDA RESE  4352,05354997,VILEDA,1.00 ko,ko,,6.5,6.5,9.29,9.29,4023103072213,PROIZVODI ZA KUĆANSTVO
KRPA MAGIČNA MIKROFIBRA DAX 2/1,90289986,DAX,2.00 ko,ko,2.39,1.2,,,2.39,3850334608055,PROIZVODI ZA KUĆANSTVO
POESIE DELISAUCE PIL.FILE 85g VITAKRAFT,90307705,VITAKRAFT,0.09 kg,ko,0.85,10,,,0.85,4008239366627,PROIZVODI ZA KUĆANSTVO
CESAR MP PURETINA GOVEDINA 150g,90062969,CESAR,0.15 kg,ko,1.59,10.6,,,1.59,4008429041013,PROIZVODI ZA KUĆANSTVO
KOBASICA VITAKRAFT PILETINA 1000 g,90886214,VITAKRAFT,1.00 kg,ko,3.85,3.85,,,3.85,4008239230201,PROIZVODI ZA KUĆANSTVO
BUDDY SP GOVEDINA POVRĆE 10KG,90649411,BUDDY,10.00 kg,ko,11.89,1.19,,,11.89,3850334009982,PROIZVODI ZA KUĆANSTVO
MJEŠ ZAČ MEX TORTILLA 27 g MAGGI,90991343,MAGGI,0.03 kg,ko,1.49,55.19,,,1.49,8445292011228,HRANA
USKRS JAJA MLIJEČ KREMA 150 g MANNER,90990551,MANNER,0.15 kg,ko,5.99,39.93,,,5.99,9000331615950,HRANA
PAHULJ LINO PILLOWS WHITE XXL 700 g,90992083,LINO,0.70 kg,ko,4.69,6.7,,,4.69,3856020287306,HRANA
MEDENE KUGLICE MARELICA 235 g MARL,90980532,MARLENKA,0.24 kg,ko,6.99,29.74,,,6.99,8594071653194,HRANA
NAPOLEONKY CLASSIC 300 g MARLENKA,90980535,MARLENKA,0.30 kg,ko,7.99,26.63,,,7.99,8594071650711,HRANA
UMAK BBQ BLAGI 500 g ZVIJEZDA,90991452,ZVIJEZDA,0.50 kg,ko,3.99,7.98,,,3.99,3856015319692,HRANA
UMAK BBQ LJUTI 500 g ZVIJEZDA,90991456,ZVIJEZDA,0.50 kg,ko,3.99,7.98,,,3.99,3856015320698,HRANA
KAVA RITUAL ZRNO CLASSIC 1000 g,90991569,RITUAL,1.00 kg,ko,14.99,14.99,,,14.99,3850334451361,HRANA
BOMBON BRONHI VALUE PACK 120 g,90990367,KIKI,0.12 kg,ko,0.99,8.25,,,0.99,3850102016785,HRANA
NAPITAK PROT CHOC COOK UHT 0.3 L VIN,90980467,Z BREGOV,0.30 l,ko,1.79,5.97,,,1.79,3850108023961,HRANA
FILET TUNE 200 g SKIN,90989806,MEDUZA,0.20 kg,ko,5.39,26.95,,,5.39,3859893662591,HRANA
SIR SVJEŽI ZRNATI 200 g DAIRLY,90991575,DAIRLY,0.20 kg,ko,1.39,6.95,,,1.39,5900531001512,HRANA
